Insects,Mountains,Elevation,Family,Species,Year,Month,Individuals
Moths,JR,686,Geometridae,Pareclipsis gracilis,2013,5,1
Moths,JR,686,Geometridae,Pareclipsis gracilis,2013,8,2
Moths,JR,686,Geometridae,Pareclipsis gracilis,2013,9,5
Moths,JR,686,Geometridae,Pareclipsis gracilis,2014,5,2
Moths,JR,686,Erebidae,Catocala dissimilis,2013,9,5
Moths,JR,686,Erebidae,Catocala dissimilis,2014,8,1
Moths,JR,686,Geometridae,Ectropis crepuscularia,2013,5,1
Moths,JR,686,Geometridae,Ectropis crepuscularia,2013,5,1
Moths,JR,686,Geometridae,Ectropis crepuscularia,2014,6,1
Moths,JR,686,Erebidae,Hyposemansis albipuncta,2014,6,1
Moths,JR,686,Erebidae,Calliteara nachiensis,2013,10,1
Moths,JR,686,Noctuidae,Abrostola pacifica,2014,5,
Moths,JR,686,Drepanidae,Deroca inconclusa,2014,6,1
Moths,JR,686,Erebidae,Hydrillodes morosa,2013,5,3
Moths,JR,686,Erebidae,Hydrillodes morosa,2013,5,3
Moths,JR,686,Erebidae,Hydrillodes morosa,2013,6,2
Moths,JR,686,Erebidae,Hydrillodes morosa,2014,5,6
Moths,JR,686,Erebidae,Hydrillodes morosa,2014,6,1
Moths,JR,686,Erebidae,Hydrillodes morosa,2014,6,1
Moths,JR,686,Erebidae,Hydrillodes morosa,2014,7,2
Moths,JR,686,Erebidae,Hydrillodes morosa,2014,8,5
Moths,JR,686,Geometridae,Duliophyle agitata,2014,8,1
Moths,JR,686,Drepanidae,Tethea ampliata,2013,6,2
Moths,JR,686,Drepanidae,Tethea ampliata,2014,6,1
Moths,JR,686,Geometridae,Hypomecis punctinalis,2013,5,3
Moths,JR,686,Geometridae,Hypomecis punctinalis,2013,5,3
Moths,JR,686,Geometridae,Hypomecis punctinalis,2014,5,1
Moths,JR,686,Geometridae,Comibaena amoenaria,2014,6,1
Moths,JR,686,Notodontidae,Himeropteryx miraculosa,2013,6,1
Moths,JR,686,Geometridae,Eustroma aerosum,2013,6,1
Moths,JR,686,Geometridae,Eustroma aerosum,2013,7,1
Moths,JR,686,Geometridae,Eustroma aerosum,2013,8,3
Moths,JR,686,Geometridae,Eustroma aerosum,2014,5,2
Moths,JR,686,Geometridae,Hydrelia flammeolaria,2013,6,1
Moths,JR,686,Noctuidae,Athetis pallidipennis,2013,6,1
Moths,JR,686,Noctuidae,Athetis pallidipennis,2013,8,5
Moths,JR,686,Erebidae,Paracolax contigua,2013,6,1
Moths,JR,686,Erebidae,Paracolax contigua,2013,9,1
Moths,JR,686,Erebidae,Paracolax contigua,2014,6,5
Moths,JR,686,Erebidae,Paracolax contigua,2014,6,5
Moths,JR,686,Erebidae,Paragabara ochreipennis,2014,6,1
Moths,JR,686,Geometridae,Orthocabera sericea,2013,8,5
Moths,JR,686,Geometridae,Orthocabera sericea,2013,9,7
Moths,JR,686,Geometridae,Orthocabera sericea,2014,6,2
Moths,JR,686,Geometridae,Orthocabera sericea,2014,8,3
Moths,JR,686,Erebidae,Eilema griseola,2014,7,1
Moths,JR,686,Geometridae,Synegia limitatoides,2013,7,1
Moths,JR,686,Geometridae,Synegia limitatoides,2013,8,1
Moths,JR,686,Geometridae,Synegia limitatoides,2014,7,4
Moths,JR,686,Geometridae,Synegia limitatoides,2014,8,7
Moths,JR,686,Sphingidae,Callambulyx tatarinovii,2014,6,1
Moths,JR,686,Sphingidae,Callambulyx tatarinovii,2014,7,2
Moths,JR,686,Geometridae,Scopula ichinosawana,2014,8,1
Moths,JR,686,Geometridae,Duliophyle majuscularia,2013,8,1
Moths,JR,686,Geometridae,Duliophyle majuscularia,2013,9,3
Moths,JR,686,Saturniidae,Rhodinia jankowskii,2013,10,1
Moths,JR,686,Noctuidae,Spodoptera litura,2013,9,1
Moths,JR,686,Noctuidae,Sineugraphe bipartita,2014,8,1
Moths,JR,686,Geometridae,Polymixinia appositaria,2013,6,1
Moths,JR,686,Geometridae,Polymixinia appositaria,2014,6,1
Moths,JR,686,Limacodidae,Ceratonema christophi,2014,8,4
Moths,JR,686,Lasiocampidae,Paralebeda plagiata,2013,8,4
Moths,JR,686,Lasiocampidae,Paralebeda plagiata,2014,8,1
Moths,JR,686,Erebidae,Rivula inconspicua,2014,5,1
Moths,JR,686,Geometridae,Rikiosatoa grisea,2013,6,1
Moths,JR,686,Geometridae,Rikiosatoa grisea,2014,9,4
Moths,JR,686,Geometridae,Rhynchobapta cervinaria,2014,8,1
Moths,JR,686,Geometridae,Jodis lactearia,2013,5,1
Moths,JR,686,Geometridae,Jodis lactearia,2013,5,1
Moths,JR,686,Geometridae,Endropiodes indictinarius,2014,8,1
Moths,JR,686,Geometridae,Cabera griseolimbata,2013,6,4
Moths,JR,686,Geometridae,Cabera griseolimbata,2014,6,3
Moths,JR,686,Geometridae,Cabera griseolimbata,2014,6,1
Moths,JR,686,Noctuidae,Amphipyra acheron,2013,8,1
Moths,JR,686,Noctuidae,Amphipyra acheron,2013,9,4
Moths,JR,686,Noctuidae,Amphipyra acheron,2014,8,3
Moths,JR,686,Noctuidae,Amphipyra acheron,2014,10,2
Moths,JR,686,Notodontidae,Cnethodonta grisescens,2013,5,2
Moths,JR,686,Notodontidae,Cnethodonta grisescens,2013,5,2
Moths,JR,686,Notodontidae,Cnethodonta grisescens,2013,6,1
Moths,JR,686,Notodontidae,Cnethodonta grisescens,2014,6,1
Moths,JR,686,Erebidae,Hypena amica,2013,6,1
Moths,JR,686,Geometridae,Arichanna melanaria,2014,6,1
Moths,JR,686,Geometridae,Gandaritis whitelyi,2013,6,17
Moths,JR,686,Geometridae,Gandaritis whitelyi,2014,6,1
Moths,JR,686,Geometridae,Gandaritis whitelyi,2014,6,2
Moths,JR,686,Erebidae,Lemyra boghaika,2013,6,1
Moths,JR,686,Erebidae,Lemyra boghaika,2014,6,1
Moths,JR,686,Erebidae,Lemyra boghaika,2014,6,1
Moths,JR,686,Notodontidae,Quadricalcarifera cyanea,2014,5,1
Moths,JR,686,Erebidae,Pangrapta disruptalis,2014,6,1
Moths,JR,686,Noctuidae,Protodeltote pygarga,2014,8,1
Moths,JR,686,Geometridae,Plagodis pulveraria,2013,8,2
Moths,JR,686,Geometridae,Plagodis pulveraria,2013,9,1
Moths,JR,686,Geometridae,Plagodis pulveraria,2014,5,3
Moths,JR,686,Drepanidae,Ditrigona komarovi,2014,6,3
Moths,JR,686,Noctuidae,Dryobotodes pryeri,2013,10,1
Moths,JR,686,Erebidae,Hypena melanica,2014,6,1
Moths,JR,686,Geometridae,Menophra senilis,2014,5,1
Moths,JR,686,Geometridae,Rhinoprora chloerata,2013,6,4
Moths,JR,686,Geometridae,Myrteta angelica,2013,9,3
Moths,JR,686,Geometridae,Myrteta angelica,2014,9,7
Moths,JR,686,Geometridae,Chloroclystis v-ata,2013,6,3
Moths,JR,686,Geometridae,Chloroclystis v-ata,2013,8,1
Moths,JR,686,Erebidae,Euproctis piperita,2014,6,1
Moths,JR,686,Erebidae,Euproctis piperita,2014,8,3
Moths,JR,686,Geometridae,Eulithis fabiolaria,2014,6,1
Moths,JR,686,Geometridae,Eulithis fabiolaria,2014,6,2
Moths,JR,686,Geometridae,Idaea effusaria,2014,6,2
Moths,JR,686,Drepanidae,Sabra harpagula,2013,6,1
Moths,JR,686,Drepanidae,Sabra harpagula,2013,9,12
Moths,JR,686,Drepanidae,Sabra harpagula,2014,6,2
Moths,JR,686,Bombycidae,Oberthueria caeca,2013,8,1
Moths,JR,686,Sphingidae,Kentochrysalia streckeri,2014,5,4
Moths,JR,686,Sphingidae,Kentochrysalia streckeri,2013,7,2
Moths,JR,686,Noctuidae,Sineugraphe oceanica,2014,7,1
Moths,JR,686,Geometridae,Scopula floslactata,2014,5,1
Moths,JR,686,Noctuidae,Kumasia kumaso,2013,8,7
Moths,JR,686,Noctuidae,Kumasia kumaso,2014,5,2
Moths,JR,686,Geometridae,Heterothera postalbida,2014,9,1
Moths,JR,686,Notodontidae,Zaranga pannosa,2014,5,1
Moths,JR,686,Noctuidae,Oruza kunsuki,2014,6,2
Moths,JR,686,Noctuidae,Telorta divergens,2013,10,1
Moths,JR,686,Noctuidae,Neustrotia noloides,2014,6,1
Moths,JR,686,Erebidae,Pangrapta textilis,2014,6,1
Moths,JR,686,Noctuidae,Meganephria cinerea,2013,10,1
Moths,JR,686,Noctuidae,Earias pudicana,2013,8,1
Moths,JR,686,Erebidae,Catocala dula,2013,7,12
Moths,JR,686,Erebidae,Catocala dula,2013,8,5
Moths,JR,686,Erebidae,Catocala dula,2013,9,23
Moths,JR,686,Erebidae,Catocala dula,2014,7,2
Moths,JR,686,Erebidae,Catocala dula,2014,8,6
Moths,JR,686,Erebidae,Catocala dula,2014,9,1
Moths,JR,686,Noctuidae,Siglophora sanguinolenta,2014,8,1
Moths,JR,686,Noctuidae,Diarsia pacifica,2013,10,1
Moths,JR,686,Erebidae,Calliteara lunulata,2014,5,1
Moths,JR,686,Erebidae,Cyana hamata,2013,7,1
Moths,JR,686,Notodontidae,Suzukiana cinerea,2013,8,2
Moths,JR,686,Erebidae,Catocala jonasii,2013,7,1
Moths,JR,686,Erebidae,Catocala jonasii,2013,9,2
Moths,JR,686,Erebidae,Latirostrum bisacutum,2013,5,1
Moths,JR,686,Erebidae,Latirostrum bisacutum,2013,5,1
Moths,JR,686,Lasiocampidae,Odonestis pruni,2014,7,1
Moths,JR,686,Noctuidae,Autoba tristalis,2014,6,3
Moths,JR,686,Noctuidae,Autoba tristalis,2014,6,4
Moths,JR,686,Sphingidae,Marumba maackii,2014,5,1
Moths,JR,686,Erebidae,Calliteara argentata,2014,5,1
Moths,JR,686,Thyrididae,Rhodoneura vittula,2013,9,1
Moths,JR,686,Erebidae,Arctornis album,2013,9,8
Moths,JR,686,Erebidae,Arctornis album,2014,6,1
Moths,JR,686,Noctuidae,Chasminodes cilia,2014,8,1
Moths,JR,686,Erebidae,Hypena kengkalis,2014,6,1
Moths,JR,686,Lasiocampidae,Kunugia undans,2013,10,1
Moths,JR,686,Erebidae,Diomea jankowskii,2014,6,1
Moths,JR,686,Erebidae,Pangrapta trilineata,2014,6,1
Moths,JR,686,Geometridae,Hypomecis roboraria,2013,8,2
Moths,JR,686,Geometridae,Hypomecis roboraria,2014,6,7
Moths,JR,686,Geometridae,Hypomecis roboraria,2014,6,1
Moths,JR,686,Geometridae,Ctenognophos grandinaria,2013,9,1
Moths,JR,686,Geometridae,Ctenognophos grandinaria,2014,9,1
Moths,JR,686,Geometridae,Psyra boarmiata,2014,8,1
Moths,JR,686,Geometridae,Taeniophora unio,2014,6,2
Moths,JR,686,Noctuidae,Atrachea nitens,2013,6,2
Moths,JR,686,Noctuidae,Atrachea nitens,2014,6,3
Moths,JR,686,Noctuidae,Atrachea nitens,2014,6,2
Moths,JR,686,Geometridae,Ennomos autumnaria,2014,10,1
Moths,JR,686,Geometridae,Deileptenia ribeata,2014,9,1
Moths,JR,686,Geometridae,Xerodes rufescentaria,2013,5,1
Moths,JR,686,Geometridae,Xerodes rufescentaria,2013,5,1
Moths,JR,686,Geometridae,Xerodes rufescentaria,2014,6,1
Moths,JR,686,Lasiocampidae,Dendrolimus superans,2013,7,1
Moths,JR,686,Lasiocampidae,Dendrolimus superans,2014,7,2
Moths,JR,686,Erebidae,Naganoella timandra,2014,6,1
Moths,JR,686,Erebidae,Edessena hamada,2014,6,1
Moths,JR,686,Drepanidae,Ditrigona virgo,2013,6,1
Moths,JR,686,Drepanidae,Ditrigona virgo,2014,8,2
Moths,JR,686,Geometridae,Lomographa bimaculata,2013,5,3
Moths,JR,686,Geometridae,Lomographa bimaculata,2013,5,3
Moths,JR,686,Geometridae,Lomographa bimaculata,2014,5,13
Moths,JR,686,Geometridae,Lomographa bimaculata,2014,6,4
Moths,JR,686,Geometridae,Lomographa bimaculata,2014,6,7
Moths,JR,686,Geometridae,Lomographa bimaculata,2014,7,1
Moths,JR,686,Erebidae,Leiostola mollis,2013,6,2
Moths,JR,686,Erebidae,Leiostola mollis,2013,8,2
Moths,JR,686,Erebidae,Leiostola mollis,2014,6,2
Moths,JR,686,Erebidae,Leiostola mollis,2014,6,4
Moths,JR,686,Erebidae,Leiostola mollis,2014,8,2
Moths,JR,686,Noctuidae,Pseudoips faganus,2013,8,1
Moths,JR,686,Nolidae,Meganola fumosa,2013,9,1
Moths,JR,686,Nolidae,Meganola fumosa,2014,6,2
Moths,JR,686,Geometridae,Anticypella diffusaria,2014,7,1
Moths,JR,686,Noctuidae,Neustrotia rectilineata,2014,6,8
Moths,JR,686,Noctuidae,Neustrotia rectilineata,2014,7,1
Moths,JR,686,Geometridae,Asthena amurensis,2014,6,1
Moths,JR,686,Geometridae,Aethalura ignobilis,2013,5,1
Moths,JR,686,Geometridae,Aethalura ignobilis,2013,5,1
Moths,JR,686,Geometridae,Aethalura ignobilis,2014,5,1
Moths,JR,686,Geometridae,Aethalura ignobilis,2014,6,2
Moths,JR,686,Geometridae,Aethalura ignobilis,2014,6,4
Moths,JR,686,Erebidae,Scedopla diffusa,2013,5,3
Moths,JR,686,Erebidae,Scedopla diffusa,2013,5,3
Moths,JR,686,Erebidae,Scedopla diffusa,2014,5,2
Moths,JR,686,Erebidae,Eilema cribrata,2014,8,1
Moths,JR,686,Geometridae,Nothomiza aureolaria,2013,9,2
Moths,JR,686,Noctuidae,Iragaodes nobilis,2013,6,1
Moths,JR,686,Noctuidae,Iragaodes nobilis,2013,8,5
Moths,JR,686,Noctuidae,Iragaodes nobilis,2014,6,5
Moths,JR,686,Noctuidae,Iragaodes nobilis,2014,6,8
Moths,JR,686,Noctuidae,Iragaodes nobilis,2014,8,1
Moths,JR,686,Drepanidae,Habrosyne aurorina,2013,6,2
Moths,JR,686,Noctuidae,Macrochthonia fervens,2013,6,1
Moths,JR,686,Geometridae,Microlygris multistriata,2014,6,1
Moths,JR,686,Geometridae,Microlygris multistriata,2014,6,1
Moths,JR,686,Noctuidae,Sypnoides fumosa,2013,9,1
Moths,JR,686,Noctuidae,Sypnoides fumosa,2014,7,1
Moths,JR,686,Drepanidae,Auzata nigrata,2013,9,1
Moths,JR,686,Drepanidae,Auzata nigrata,2014,5,1
Moths,JR,686,Drepanidae,Auzata nigrata,2014,6,1
Moths,JR,686,Notodontidae,Quadricalcarifera subgeneris,2014,8,1
Moths,JR,686,Erebidae,Catocala streckeri,2013,6,9
Moths,JR,686,Geometridae,Idaea biselata,2013,6,1
Moths,JR,686,Geometridae,Idaea biselata,2014,6,5
Moths,JR,686,Geometridae,Idaea biselata,2014,6,8
Moths,JR,686,Geometridae,Idaea biselata,2014,9,5
Moths,JR,686,Geometridae,Parabapta clarissa,2013,5,1
Moths,JR,686,Geometridae,Parabapta clarissa,2013,5,1
Moths,JR,686,Geometridae,Parabapta clarissa,2013,6,1
Moths,JR,686,Geometridae,Parabapta clarissa,2014,6,4
Moths,JR,686,Geometridae,Parabapta clarissa,2014,6,1
Moths,JR,686,Noctuidae,Bryophilina mollicula,2014,6,8
Moths,JR,686,Noctuidae,Bryophilina mollicula,2014,6,12
Moths,JR,686,Geometridae,Ectropis aigneri,2014,5,1
Moths,JR,686,Cyclidiidae,Cyclidia substigmaria,2013,6,3
Moths,JR,686,Cyclidiidae,Cyclidia substigmaria,2014,8,1
Moths,JR,686,Geometridae,Problepsis superans,2014,8,1
Moths,JR,686,Erebidae,Paracolax fascialis,2013,6,1
Moths,JR,686,Erebidae,Paracolax fascialis,2014,6,4
Moths,JR,686,Erebidae,Paracolax fascialis,2014,6,5
Moths,JR,686,Erebidae,Paracolax fascialis,2014,8,2
Moths,JR,686,Geometridae,Auaxa sulphurea,2014,6,2
Moths,JR,686,Sphingidae,Rhagastis mongoliana,2014,8,1
Moths,JR,686,Geometridae,Meteima mediorufa,2014,5,1
Moths,JR,686,Noctuidae,Chasminodes albonitens,2013,8,1
Moths,JR,686,Geometridae,Eupithecia clavifera,2013,5,2
Moths,JR,686,Geometridae,Eupithecia clavifera,2013,5,2
Moths,JR,686,Drepanidae,Epipsestis nikkoensis,2014,10,1
Moths,JR,686,Notodontidae,Lophontomira parki,2014,8,2
Moths,JR,686,Erebidae,Catocala nagioides,2013,7,1
Moths,JR,686,Erebidae,Catocala nagioides,2013,8,3
Moths,JR,686,Erebidae,Catocala nagioides,2013,9,4
Moths,JR,686,Erebidae,Catocala nagioides,2014,7,1
Moths,JR,686,Erebidae,Catocala nagioides,2014,8,2
Moths,JR,686,Erebidae,Catocala nagioides,2014,9,1
Moths,JR,686,Geometridae,Brabira artemidora,2014,5,1
Moths,JR,686,Geometridae,Hydrelia adesma,2014,6,2
Moths,JR,686,Geometridae,Hydrelia adesma,2014,6,8
Moths,JR,686,Noctuidae,Hermonassa cecilia,2013,9,23
Moths,JR,686,Erebidae,Bizone adelina,2013,8,1
Moths,JR,686,Drepanidae,Parapsestis argenteopicta,2013,6,4
Moths,JR,686,Drepanidae,Parapsestis argenteopicta,2014,6,4
Moths,JR,686,Drepanidae,Parapsestis argenteopicta,2014,6,1
Moths,JR,686,Noctuidae,Xestia fuscostigma,2013,9,1
Moths,JR,686,Notodontidae,Drymonia dodonides,2013,5,1
Moths,JR,686,Notodontidae,Drymonia dodonides,2013,5,1
Moths,JR,686,Notodontidae,Drymonia dodonides,2013,6,1
Moths,JR,686,Notodontidae,Drymonia dodonides,2014,5,1
Moths,JR,686,Notodontidae,Drymonia dodonides,2014,6,3
Moths,JR,686,Notodontidae,Drymonia dodonides,2014,6,1
Moths,JR,686,Erebidae,Arctornis kumatai,2013,8,3
Moths,JR,686,Erebidae,Arctornis kumatai,2013,9,2
Moths,JR,686,Erebidae,Arctornis kumatai,2014,6,2
Moths,JR,686,Geometridae,Ourapteryx subpunctaria,2014,6,2
Moths,JR,686,Noctuidae,Cosmia achatina,2013,7,1
Moths,JR,686,Noctuidae,Cosmia achatina,2014,7,1
Moths,JR,686,Noctuidae,Hoplodrina euryptera,2013,9,2
Moths,JR,686,Noctuidae,Hoplodrina euryptera,2014,9,2
Moths,JR,686,Erebidae,Miltochrista miniata,2014,7,2
Moths,JR,686,Erebidae,Miltochrista miniata,2014,8,1
Moths,JR,686,Noctuidae,Euromoia subpulchra,2013,7,1
Moths,JR,686,Noctuidae,Euromoia subpulchra,2014,7,1
Moths,JR,686,Erebidae,Idia quadra,2014,9,2
Moths,JR,686,Geometridae,Plagodis dolabraria,2013,5,1
Moths,JR,686,Geometridae,Plagodis dolabraria,2013,5,1
Moths,JR,686,Geometridae,Plagodis dolabraria,2014,5,2
Moths,JR,686,Geometridae,Plagodis dolabraria,2014,8,1
Moths,JR,686,Geometridae,Jankowskia fuscaria,2014,6,1
Moths,JR,686,Geometridae,Idaea auricruda,2014,7,1
Moths,JR,686,Erebidae,Paracolax trilinealis,2014,6,1
Moths,JR,686,Erebidae,Paracolax trilinealis,2014,6,2
Moths,JR,686,Erebidae,Paracolax trilinealis,2014,8,1
Moths,JR,686,Noctuidae,Callopistria aethiops,2014,7,1
Moths,JR,686,Geometridae,Idiotephria debilitata,2013,5,4
Moths,JR,686,Geometridae,Idiotephria debilitata,2013,5,4
Moths,JR,686,Erebidae,Spilarctia seriatopunctata,2013,8,1
Moths,JR,686,Erebidae,Zanclognatha griselda,2014,8,1
Moths,JR,686,Geometridae,Cabera purus,2014,7,1
Moths,JR,686,Noctuidae,Craniophora ligustri,2014,5,2
Moths,JR,686,Noctuidae,Amphipyra erebina,2014,8,1
Moths,JR,686,Erebidae,Zanclognatha fumosa,2014,6,3
Moths,JR,686,Noctuidae,Cranionycta jankowskii,2013,6,1
Moths,JR,686,Noctuidae,Cranionycta jankowskii,2014,8,6
Moths,JR,686,Drepanidae,Agnidra scabiosa,2014,5,2
Moths,JR,686,Drepanidae,Agnidra scabiosa,2014,6,1
Moths,JR,686,Drepanidae,Agnidra scabiosa,2014,8,1
Moths,JR,686,Saturniidae,Antheraea yamamai,2013,8,3
Moths,JR,686,Saturniidae,Antheraea yamamai,2014,8,1
Moths,JR,686,Geometridae,Racotis petrosa,2013,5,2
Moths,JR,686,Geometridae,Racotis petrosa,2013,5,2
Moths,JR,686,Geometridae,Racotis petrosa,2014,5,3
Moths,JR,686,Geometridae,Racotis petrosa,2014,8,2
Moths,JR,686,Geometridae,Abraxas latifasciata,2014,6,1
Moths,JR,686,Erebidae,Ercheia niveostrigata,2013,6,1
Moths,JR,686,Noctuidae,Koyaga magnumisma,2013,6,1
Moths,JR,686,Geometridae,Corymica pryeri,2013,6,1
Moths,JR,686,Geometridae,Corymica pryeri,2014,5,1
Moths,JR,686,Noctuidae,Olivenebula oberthueri,2013,9,1
Moths,JR,686,Geometridae,Microlygris complicata,2013,9,1
Moths,JR,686,Sphingidae,Psilogramma increta,2014,7,1
Moths,JR,686,Sphingidae,Psilogramma increta,2014,8,1
Moths,JR,686,Geometridae,Alcis angulifera,2013,6,10
Moths,JR,686,Geometridae,Alcis angulifera,2013,9,2
Moths,JR,686,Geometridae,Alcis angulifera,2013,10,2
Moths,JR,686,Geometridae,Alcis angulifera,2014,6,32
Moths,JR,686,Geometridae,Alcis angulifera,2014,6,27
Moths,JR,686,Geometridae,Alcis angulifera,2014,9,28
Moths,JR,686,Geometridae,Alcis angulifera,2014,10,12
Moths,JR,686,Geometridae,Eustroma melancholicum,2013,5,1
Moths,JR,686,Geometridae,Eustroma melancholicum,2013,5,1
Moths,JR,686,Geometridae,Eustroma melancholicum,2013,9,1
Moths,JR,686,Geometridae,Eustroma melancholicum,2014,6,1
Moths,JR,686,Geometridae,Eustroma melancholicum,2014,6,2
Moths,JR,686,Geometridae,Eustroma melancholicum,2014,8,1
Moths,JR,686,Geometridae,Synegia hadassa,2014,7,1
Moths,JR,686,Sphingidae,Acosmeryx naga,2013,6,1
Moths,JR,686,Noctuidae,Amphipyra pyramidea,2014,7,1
Moths,JR,686,Noctuidae,Amphipyra pyramidea,2014,9,1
Moths,JR,686,Erebidae,Miltochrista striata,2013,6,2
Moths,JR,686,Erebidae,Miltochrista striata,2014,5,1
Moths,JR,686,Geometridae,Idiotephria evanescens,2014,5,1
Moths,JR,686,Drepanidae,Nordstroemia japonica,2013,9,8
Moths,JR,686,Drepanidae,Nordstroemia japonica,2014,5,4
Moths,JR,686,Erebidae,Hepatica anceps,2014,6,1
Moths,JR,686,Erebidae,Hypenomorpha calamina,2014,8,1
Moths,JR,686,Noctuidae,Cosmia moderata,2013,7,1
Moths,JR,686,Noctuidae,Cosmia moderata,2014,7,2
Moths,JR,686,Geometridae,Gandaritis agnes,2014,6,2
Moths,JR,686,Geometridae,Gnophos agnitaria,2013,6,3
Moths,JR,686,Geometridae,Lomographa temerata,2013,6,3
Moths,JR,686,Noctuidae,Amphipyra monolitha,2013,7,2
Moths,JR,686,Erebidae,Euproctis similis,2013,6,1
Moths,JR,686,Geometridae,Pseuderannis lomozemia,2013,5,3
Moths,JR,686,Geometridae,Pseuderannis lomozemia,2013,5,3
Moths,JR,686,Geometridae,Pseuderannis lomozemia,2014,5,2
Moths,JR,686,Erebidae,Numenes disparilis,2013,9,1
Moths,JR,686,Erebidae,Numenes disparilis,2014,8,1
Moths,JR,686,Geometridae,Xandrames dholaria,2014,9,3
Moths,JR,686,Noctuidae,Negritothripa hampsoni,2014,6,1
Moths,JR,686,Geometridae,Parectropis extersaria,2013,6,2
Moths,JR,686,Geometridae,Parectropis extersaria,2014,6,3
Moths,JR,686,Geometridae,Parectropis extersaria,2014,6,3
Moths,JR,686,Noctuidae,Gerbathodes paupera,2014,8,3
Moths,JR,686,Geometridae,Asthena nymphaeata,2013,8,2
Moths,JR,686,Geometridae,Asthena nymphaeata,2014,6,1
Moths,JR,686,Geometridae,Arichanna albomacularia,2014,6,1
Moths,JR,686,Geometridae,Epholca arenosa,2014,6,1
Moths,JR,686,Erebidae,Paracolax pryeri,2014,6,3
Moths,JR,686,Erebidae,Paracolax pryeri,2014,6,2
Moths,JR,686,Noctuidae,Amphipyra tripartita,2013,9,4
Moths,JR,686,Noctuidae,Amphipyra tripartita,2013,10,1
Moths,JR,686,Noctuidae,Amphipyra tripartita,2014,8,1
Moths,JR,686,Noctuidae,Amphipyra tripartita,2014,9,2
Moths,JR,686,Erebidae,Catocala separans,2014,8,11
Moths,JR,686,Noctuidae,Callopistria albolineola,2014,6,1
Moths,JR,686,Erebidae,Pangrapta flavomacula,2014,6,1
Moths,JR,686,Geometridae,Geometra dieckmanni,2013,8,1
Moths,JR,686,Geometridae,Geometra dieckmanni,2013,9,7
Moths,JR,686,Geometridae,Geometra dieckmanni,2014,8,3
Moths,JR,686,Geometridae,Geometra dieckmanni,2014,9,1
Moths,JR,1330,Geometridae,Eupithecia daemionata,2013,5,2
Moths,JR,1330,,#N/A,2013,10,0
Moths,JR,1330,Drepanidae,Tetheella fluctuosa,2013,6,3
Moths,JR,1330,Geometridae,Xanthorhoe muscicapata,2013,8,1
Moths,JR,1330,Noctuidae,Xenapamea pacifica,2013,7,2
Moths,JR,1330,Geometridae,Amoebotricha grataria,2013,8,1
Moths,JR,1330,Epiplemidae,Epiplema plagifera,2013,5,1
Moths,JR,1330,Erebidae,Hypena tristalis,2013,7,1
Moths,JR,1330,Notodontidae,Semidonta biloba,2013,8,2
Moths,JR,1330,Noctuidae,Cosmia sanguinea,2013,8,2
Moths,JR,1330,Geometridae,Cleora insolita,2013,5,5
Moths,JR,1330,Geometridae,Cleora insolita,2013,6,1
Moths,JR,1330,Noctuidae,Mythimna bani,2013,7,1
Moths,JR,1330,Noctuidae,Mythimna bani,2013,8,2
Moths,JR,1330,Erebidae,Herminia grisealis,2013,8,1
Moths,JR,1330,Geometridae,Myrioblephara cilicornaria,2013,5,9
Moths,JR,1330,Geometridae,Pareclipsis gracilis,2013,7,1
Moths,JR,1330,Erebidae,Catocala dissimilis,2013,8,1
Moths,JR,1330,Erebidae,Hydrillodes morosa,2013,6,88
Moths,JR,1330,Geometridae,Eustroma aerosum,2013,8,2
Moths,JR,1330,Erebidae,Paracolax contigua,2013,8,1
Moths,JR,1330,Geometridae,Orthocabera sericea,2013,5,1
Moths,JR,1330,Geometridae,Orthocabera sericea,2013,8,1
Moths,JR,1330,Geometridae,Orthocabera sericea,2013,9,4
Moths,JR,1330,Geometridae,Venusia semistrigata,2013,5,2
Moths,JR,1330,Noctuidae,Sineugraphe bipartita,2013,7,1
Moths,JR,1330,Geometridae,Dysstroma cinereata,2013,6,1
Moths,JR,1330,Geometridae,Rikiosatoa grisea,2013,6,1
Moths,JR,1330,Geometridae,Rikiosatoa grisea,2013,8,1
Moths,JR,1330,Geometridae,Rikiosatoa grisea,2013,9,1
Moths,JR,1330,Erebidae,Lemyra boghaika,2013,6,18
Moths,JR,1330,Geometridae,Plagodis pulveraria,2013,7,1
Moths,JR,1330,Geometridae,Plagodis pulveraria,2013,8,2
Moths,JR,1330,Noctuidae,Cryphia mitsuhashi,2013,9,1
Moths,JR,1330,Erebidae,Herminia dolosa,2013,7,1
Moths,JR,1330,Geometridae,Eupithecia gigantea,2013,7,14
Moths,JR,1330,Noctuidae,Xestia kollari,2013,9,1
Moths,JR,1330,Drepanidae,Sabra harpagula,2013,8,2
Moths,JR,1330,Sphingidae,Kentochrysalia streckeri,2013,5,4
Moths,JR,1330,Sphingidae,Kentochrysalia streckeri,2013,6,2
Moths,JR,1330,Geometridae,Scopula floslactata,2013,6,1
Moths,JR,1330,Geometridae,Heterothera postalbida,2013,6,1
Moths,JR,1330,Notodontidae,Pheosia fusiformis,2013,7,1
Moths,JR,1330,Endomidae,Mirina christophi,2013,5,1
Moths,JR,1330,Noctuidae,Oruza kunsuki,2013,7,1
Moths,JR,1330,Erebidae,Catocala dula,2013,9,3
Moths,JR,1330,Noctuidae,Diarsia pacifica,2013,6,2
